experiment_run,text_id,simplified,raw_model_output,target_cefr,predicted_cefr,predicted_cefr_confidence,cefr_adj_accuracy,meaningbert_orig,bertscore_f1_orig,meaningbert_ref,bertscore_f1_ref,cefr_probas_ModernBERT-base-doc_en-Cefr_A1,cefr_probas_ModernBERT-base-doc_en-Cefr_A2,cefr_probas_ModernBERT-base-doc_en-Cefr_B1,cefr_probas_ModernBERT-base-doc_en-Cefr_B2,cefr_probas_ModernBERT-base-doc_en-Cefr_C1,cefr_probas_ModernBERT-base-doc_en-Cefr_C2,cefr_probas_ModernBERT-base-doc_sent_en-Cefr_A1,cefr_probas_ModernBERT-base-doc_sent_en-Cefr_A2,cefr_probas_ModernBERT-base-doc_sent_en-Cefr_B1,cefr_probas_ModernBERT-base-doc_sent_en-Cefr_B2,cefr_probas_ModernBERT-base-doc_sent_en-Cefr_C1,cefr_probas_ModernBERT-base-doc_sent_en-Cefr_C2,cefr_probas_ModernBERT-base-reference_AllLang-Cefr_A1,cefr_probas_ModernBERT-base-reference_AllLang-Cefr_A2,cefr_probas_ModernBERT-base-reference_AllLang-Cefr_B1,cefr_probas_ModernBERT-base-reference_AllLang-Cefr_B2,cefr_probas_ModernBERT-base-reference_AllLang-Cefr_C1,cefr_probas_ModernBERT-base-reference_AllLang-Cefr_C2,few_shot_example_ids
gemma_3_with_description_20250807-032929,05-b1,"Some asteroids are close to Earth and could be dangerous. NASA has made a list of 1,400 of these asteroids. Scientists don’t think any of them will hit Earth in the next 100 years. Because of this, NASA can track them and predict if they might cause problems. If a problem is predicted, they could launch special spacecraft to protect us.","Some asteroids are close to Earth and could be dangerous. NASA has made a list of 1,400 of these asteroids. Scientists don’t think any of them will hit Earth in the next 100 years. Because of this, NASA can track them and predict if they might cause problems. If a problem is predicted, they could launch special spacecraft to protect us.",B1,A2,0.9923,1,0.7468,0.9009,0.6855,0.9037,2e-05,0.992342,0.00749,2.9e-05,0.000118,1e-06,0.0,3.5e-05,0.373786,0.626166,1.3e-05,0.0,0.001022,0.898258,0.100719,1e-06,0.0,0.0,[]
gemma_3_with_description_20250807-032929,06-a2,"Once, in 2003, Suzanne Collins was watching TV. At that time, America was fighting in Iraq. She could only find shows about young people trying to win a lot of money and news about the war. Suzanne says these two kinds of shows mixed together in a strange way. This made her think of the idea for her book, *The Hunger Games*.","Once, in 2003, Suzanne Collins was watching TV. At that time, America was fighting in Iraq. She could only find shows about young people trying to win a lot of money and news about the war. Suzanne says these two kinds of shows mixed together in a strange way. This made her think of the idea for her book, *The Hunger Games*.",A2,A2,0.9983,1,0.7769,0.9254,0.8222,0.9213,0.000276,0.998342,0.00137,1e-06,1e-05,1e-06,0.0,0.811135,0.188865,0.0,0.0,0.0,0.00082,0.995446,0.003734,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,06-b1,"One night in 2003, Suzanne Collins was watching TV. At that time, the United States invaded Iraq. She could only find shows about young people trying to win a lot of money and news reports about the war. Suzanne says these two kinds of shows seemed to mix together in a strange way, and this made her think of the idea for *The Hunger Games*.","One night in 2003, Suzanne Collins was watching TV. At that time, the United States invaded Iraq. She could only find shows about young people trying to win a lot of money and news reports about the war. Suzanne says these two kinds of shows seemed to mix together in a strange way, and this made her think of the idea for *The Hunger Games*.",B1,A2,0.9963,1,0.8394,0.938,0.8456,0.9273,0.000215,0.996272,0.003492,3e-06,1.8e-05,0.0,0.0,0.004206,0.995794,0.0,0.0,0.0,0.00019,0.993703,0.006107,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,07-a2,"The book “Life of Pi” is an amazing story about a young boy named Pi from India. He had a bad accident and ended up on a small boat in the Pacific Ocean with a dangerous tiger. This book was written by a Canadian author called Yann Martel and was published in 2001. Many people have bought it – over seven million copies! It has also won many awards and has been translated into 41 different languages. Yann Martel grew up in many countries, including Costa Rica, Canada, France, and Mexico, because his father was a diplomat.","The book “Life of Pi” is an amazing story about a young boy named Pi from India. He had a bad accident and ended up on a small boat in the Pacific Ocean with a dangerous tiger. This book was written by a Canadian author called Yann Martel and was published in 2001. Many people have bought it – over seven million copies! It has also won many awards and has been translated into 41 different languages. Yann Martel grew up in many countries, including Costa Rica, Canada, France, and Mexico, because his father was a diplomat.",A2,A2,0.9995,1,0.821,0.9351,0.6733,0.9227,4.3e-05,0.999507,0.000445,1e-06,5e-06,0.0,0.0,0.998976,0.001024,0.0,0.0,0.0,0.000579,0.601381,0.398039,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,07-b1,"The story *Life of Pi* is about a young Indian boy named Pi. He gets into a bad shipwreck and ends up on a small boat in the Pacific Ocean. On the boat, he shares the space with a dangerous tiger. This book was written by a Canadian author called Yann Martel and published in 2001. It’s been very popular – over seven million people have bought it all over the world. It has also won many awards and has been translated into 41 different languages. Yann Martel’s father worked as a diplomat, and he lived in countries like Costa Rica, Canada, France, and Mexico when he was a child.","The story *Life of Pi* is about a young Indian boy named Pi. He gets into a bad shipwreck and ends up on a small boat in the Pacific Ocean. On the boat, he shares the space with a dangerous tiger. This book was written by a Canadian author called Yann Martel and published in 2001. It’s been very popular – over seven million people have bought it all over the world. It has also won many awards and has been translated into 41 different languages. Yann Martel’s father worked as a diplomat, and he lived in countries like Costa Rica, Canada, France, and Mexico when he was a child.",B1,A2,0.9991,1,0.8304,0.93,0.8331,0.9323,0.000229,0.999124,0.000641,0.0,5e-06,0.0,3e-06,0.993255,0.006741,0.0,0.0,0.0,0.00123,0.841217,0.157553,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,08-a2,"Sometimes, we dream about things like a phone call from an old friend or someone dying. These dreams are usually just accidents, not predictions of what will happen. We often try to forget these dreams, but they don’t actually come true.","Sometimes, we dream about things like a phone call from an old friend or someone dying. These dreams are usually just accidents, not predictions of what will happen. We often try to forget these dreams, but they don’t actually come true.",A2,A2,0.9999,1,0.7617,0.9069,0.8984,0.9095,7.4e-05,0.999902,1.6e-05,1e-06,6e-06,1e-06,0.0,0.127123,0.872877,0.0,0.0,0.0,6e-05,0.998478,0.001462,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,08-b1,"Sometimes, we have dreams about things like a phone call from an old friend or someone dying. These dreams might seem important, but often they are just a chance occurrence, not a prediction of the future. We usually try to forget these dreams, but they don't actually come true.","Sometimes, we have dreams about things like a phone call from an old friend or someone dying. These dreams might seem important, but often they are just a chance occurrence, not a prediction of the future. We usually try to forget these dreams, but they don't actually come true.",B1,A2,0.9997,1,0.8178,0.9048,0.8562,0.9114,0.000215,0.999733,4.2e-05,1e-06,9e-06,0.0,0.0,0.502898,0.497102,0.0,0.0,0.0,4.5e-05,0.99278,0.007175,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,09-a2,"Some bridges collapse suddenly, and it’s often a mystery why. Engineers find out the reason after they carefully look at everything. Sometimes, the problem is bad materials used to build the bridge. Other times, there was a mistake in an important part of the bridge. Sometimes, the bridge wasn’t strong enough to hold a lot of weight.","Some bridges collapse suddenly, and it’s often a mystery why. Engineers find out the reason after they carefully look at everything. Sometimes, the problem is bad materials used to build the bridge. Other times, there was a mistake in an important part of the bridge. Sometimes, the bridge wasn’t strong enough to hold a lot of weight.",A2,B1,1.0,1,0.7652,0.9203,0.8425,0.9134,0.000342,0.917846,0.080235,0.000417,0.001138,2.3e-05,0.0,0.0,1.0,0.0,0.0,0.0,0.000449,0.189614,0.809843,5.7e-05,3.8e-05,1e-06,[]
gemma_3_with_description_20250807-032929,09-b1,"Some bridge collapses are difficult to understand. Engineers usually find out why after they carefully investigate the collapse. Sometimes, this is because bad materials were used when the bridge was built. Or, it might be because there was a problem with an important part of the bridge. Other times, the bridge wasn't strong enough to hold the weight it was supposed to.","Some bridge collapses are difficult to understand. Engineers usually find out why after they carefully investigate the collapse. Sometimes, this is because bad materials were used when the bridge was built. Or, it might be because there was a problem with an important part of the bridge. Other times, the bridge wasn't strong enough to hold the weight it was supposed to.",B1,B1,0.9714,1,0.6706,0.9309,0.8167,0.9231,0.000297,0.827896,0.170561,0.000483,0.000743,1.9e-05,0.0,0.0,0.971391,0.028609,0.0,0.0,0.000441,0.280815,0.718658,7.3e-05,1.1e-05,1e-06,[]
gemma_3_with_description_20250807-032929,10-a2,"I used to work for five days a week. When I had my children, I wanted to spend more time with them before they went to school. I talked to my boss, and we agreed to work only three days a week. This meant I earned less money, because I get paid based on how many days I work. But now, I have to do the same amount of work as before, but I’m paid much less!","I used to work for five days a week. When I had my children, I wanted to spend more time with them before they went to school. I talked to my boss, and we agreed to work only three days a week. This meant I earned less money, because I get paid based on how many days I work. But now, I have to do the same amount of work as before, but I’m paid much less!",A2,A2,0.9998,1,0.8306,0.9192,0.8065,0.9321,5.1e-05,0.999776,0.000172,0.0,1e-06,0.0,0.0,0.324969,0.675031,0.0,0.0,0.0,0.000172,0.998519,0.001309,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,10-b1,"I used to work a normal five-day week. But after I had my baby, I wanted to spend more time with my children before they started school. I talked to my boss, and we agreed to reduce my working week to just three days. However, this meant I would earn less money because I’m paid based on the amount of time I work.  Now, I’m actually doing the same amount of work as before, but I’m getting paid much less for it!","I used to work a normal five-day week. But after I had my baby, I wanted to spend more time with my children before they started school. I talked to my boss, and we agreed to reduce my working week to just three days. However, this meant I would earn less money because I’m paid based on the amount of time I work.  Now, I’m actually doing the same amount of work as before, but I’m getting paid much less for it!",B1,B1,0.9988,1,0.857,0.9315,0.86,0.9344,0.000264,0.996769,0.002872,2.2e-05,7.3e-05,1e-06,0.0,0.001155,0.998845,0.0,0.0,0.0,0.000618,0.513333,0.48604,8e-06,1e-06,0.0,[]
gemma_3_with_description_20250807-032929,11-a2,"Today, many businesses work with people in different countries. Most business people use English, but the way we talk and behave in business can be different depending on where someone is from. If we don’t understand how people from other cultures behave, we might make mistakes or have misunderstandings. Here are three important things to know about how people do business in different countries, which can help you when you work with someone new.","Today, many businesses work with people in different countries. Most business people use English, but the way we talk and behave in business can be different depending on where someone is from. If we don’t understand how people from other cultures behave, we might make mistakes or have misunderstandings. Here are three important things to know about how people do business in different countries, which can help you when you work with someone new.",A2,A2,0.9999,1,0.5726,0.9025,0.6597,0.9172,0.000777,0.996039,0.003144,1.3e-05,2.6e-05,2e-06,0.0,0.997107,0.002893,0.0,0.0,0.0,3.9e-05,0.999891,7e-05,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,11-b1,"Today, many businesses work with people in other countries. Most business people around the world use English, but the way people communicate can be different depending on their culture. If you don't understand the rules and customs of a different culture, you might make unfair judgments or have misunderstandings, which can stop communication from working well. Here are three important things to remember about how people behave in business around the world, which can help you when you work with someone from a different culture.","Today, many businesses work with people in other countries. Most business people around the world use English, but the way people communicate can be different depending on their culture. If you don't understand the rules and customs of a different culture, you might make unfair judgments or have misunderstandings, which can stop communication from working well. Here are three important things to remember about how people behave in business around the world, which can help you when you work with someone from a different culture.",B1,A2,0.9941,1,0.6393,0.9143,0.6981,0.9141,0.000978,0.970784,0.028094,4.8e-05,9.2e-05,3e-06,0.0,0.908655,0.091345,0.0,0.0,0.0,2.8e-05,0.994079,0.005892,1e-06,0.0,0.0,[]
gemma_3_with_description_20250807-032929,12-a2,"A long time ago, between 100,000 and 50,000 years ago, we find signs of the first human societies. For example, people made paintings in caves. We don’t know if these paintings are connected to how we talk. People’s brains didn’t get much bigger, but they became more complicated and cleverer. Did talking help their brains grow bigger? Or did their cleverer brains help them start talking?","A long time ago, between 100,000 and 50,000 years ago, we find signs of the first human societies. For example, people made paintings in caves. We don’t know if these paintings are connected to how we talk. People’s brains didn’t get much bigger, but they became more complicated and cleverer. Did talking help their brains grow bigger? Or did their cleverer brains help them start talking?",A2,A2,0.9997,1,0.7479,0.9207,0.638,0.9185,1.4e-05,0.999725,0.000253,1e-06,7e-06,0.0,0.0,1.4e-05,0.880066,0.119916,4e-06,0.0,0.000468,0.996634,0.002898,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,12-b1,"About 100,000 to 50,000 years ago, we begin to find signs of early human societies. For example, we see cave paintings from this time. Scientists don’t know if these paintings are connected to language. Our brains didn’t get much bigger, but humans became more clever and more complicated. Did language help our brains become more developed? Or did our complicated brains start to create language?","About 100,000 to 50,000 years ago, we begin to find signs of early human societies. For example, we see cave paintings from this time. Scientists don’t know if these paintings are connected to language. Our brains didn’t get much bigger, but humans became more clever and more complicated. Did language help our brains become more developed? Or did our complicated brains start to create language?",B1,A2,0.9997,1,0.9218,0.9458,0.9184,0.9504,2.9e-05,0.999685,0.000259,2e-06,2.4e-05,0.0,0.0,0.000251,0.917971,0.081778,0.0,0.0,0.000371,0.999438,0.000191,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,13-a2,"Some big shops like supermarkets have faced problems in the last ten years. People have said they have done some bad things, like throwing away lots of food, not paying workers enough, and using too much plastic in their packaging. This plastic has hurt the environment. However, these shops are now paying attention. Because many people were unhappy about all the plastic waste, some big supermarkets in the UK have made a promise. They will change their packaging and try to use less plastic.","Some big shops like supermarkets have faced problems in the last ten years. People have said they have done some bad things, like throwing away lots of food, not paying workers enough, and using too much plastic in their packaging. This plastic has hurt the environment. However, these shops are now paying attention. Because many people were unhappy about all the plastic waste, some big supermarkets in the UK have made a promise. They will change their packaging and try to use less plastic.",A2,B1,0.8349,1,0.6584,0.9142,0.7662,0.9168,0.000813,0.348487,0.649694,0.00056,0.000424,2.1e-05,0.0,0.165126,0.834874,0.0,0.0,0.0,0.000294,0.691051,0.308651,1e-06,2e-06,0.0,[]
gemma_3_with_description_20250807-032929,13-b1,"Some big supermarket chains have faced criticism for doing things that aren’t fair in the last ten years. They have thrown away a lot of food, paid their suppliers too little money, and created too much plastic waste in their packaging. This waste has harmed the environment. However, supermarkets are now paying attention to these problems. Because people are complaining about the amount of plastic waste, some of the biggest supermarkets in the UK have made a promise. They want to change their packaging and reduce the amount of plastic they use.","Some big supermarket chains have faced criticism for doing things that aren’t fair in the last ten years. They have thrown away a lot of food, paid their suppliers too little money, and created too much plastic waste in their packaging. This waste has harmed the environment. However, supermarkets are now paying attention to these problems. Because people are complaining about the amount of plastic waste, some of the biggest supermarkets in the UK have made a promise. They want to change their packaging and reduce the amount of plastic they use.",B1,B1,1.0,1,0.8303,0.9287,0.843,0.921,0.001382,0.118508,0.869041,0.008417,0.002375,0.000277,0.0,3.5e-05,0.999965,0.0,0.0,0.0,0.000357,0.313886,0.68571,2.9e-05,1.8e-05,0.0,[]
gemma_3_with_description_20250807-032929,14-a2,"Wasfia Nazreen first saw a hula hoop when she was a child. She saw a girl from another country playing with it in Bangladesh. At that time, in Bangladesh, it was not usual for girls to play with hula hoops or ride bikes. Now, Wasfia is a very special person. She has climbed the highest mountains in the world, like Mount Everest and Mount Kilimanjaro. She is the first person to hula hoop on top of each mountain. She does this to help girls and women in her country, who are not encouraged to play sports.","Wasfia Nazreen first saw a hula hoop when she was a child. She saw a girl from another country playing with it in Bangladesh. At that time, in Bangladesh, it was not usual for girls to play with hula hoops or ride bikes. Now, Wasfia is a very special person. She has climbed the highest mountains in the world, like Mount Everest and Mount Kilimanjaro. She is the first person to hula hoop on top of each mountain. She does this to help girls and women in her country, who are not encouraged to play sports.",A2,A2,0.9999,1,0.6594,0.9345,0.5956,0.8949,0.000234,0.999544,0.000222,0.0,1e-06,0.0,0.000131,0.999859,1.1e-05,0.0,0.0,0.0,0.008123,0.991161,0.000717,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,14-b1,"Wasfia Nazreen first saw a hula hoop when she was a child. She watched a girl from another country playing with it in Bangladesh. At that time, in Bangladesh, it was thought that girls shouldn't play with hula hoops or ride bicycles. Now, Wasfia is a very special person. She has climbed the highest mountains in the world, like Mount Everest and Mount Kilimanjaro. She is also the first person to hula hoop on top of each mountain. Wasfia does this to encourage women and girls in her country to be active and play sports, even though it’s not usually expected of them.","Wasfia Nazreen first saw a hula hoop when she was a child. She watched a girl from another country playing with it in Bangladesh. At that time, in Bangladesh, it was thought that girls shouldn't play with hula hoops or ride bicycles. Now, Wasfia is a very special person. She has climbed the highest mountains in the world, like Mount Everest and Mount Kilimanjaro. She is also the first person to hula hoop on top of each mountain. Wasfia does this to encourage women and girls in her country to be active and play sports, even though it’s not usually expected of them.",B1,A2,0.9999,1,0.663,0.934,0.634,0.9051,0.000228,0.999098,0.000672,0.0,2e-06,0.0,1.7e-05,0.999944,3.9e-05,0.0,0.0,0.0,0.00077,0.98873,0.0105,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,15-a2,"We think Girox Foods should be more friendly to its workers. This means we could try to give workers more flexible hours, like different start and finish times. Also, we should think about letting workers work from where they choose. Managers should try to help workers and praise their good work. It would be good to spend more money on training workers, especially in how to talk to people from different cultures. This will help workers feel happy and do their best work.","We think Girox Foods should be more friendly to its workers. This means we could try to give workers more flexible hours, like different start and finish times. Also, we should think about letting workers work from where they choose. Managers should try to help workers and praise their good work. It would be good to spend more money on training workers, especially in how to talk to people from different cultures. This will help workers feel happy and do their best work.",A2,A2,0.9674,1,0.6966,0.9082,0.6822,0.9121,0.005738,0.96739,0.025818,7.8e-05,0.000976,1e-06,5e-06,0.096312,0.903684,0.0,0.0,0.0,0.000829,0.840708,0.158459,3e-06,0.0,0.0,[]
gemma_3_with_description_20250807-032929,15-b1,"Based on our research, we think Girox Foods should focus more on its workers. This means looking at ways to give employees more flexible working times, like starting and finishing work at different hours. Also, we should think about how to let employees work from where they want. Managers need to find ways to encourage their staff and give them praise for good work. It would also be helpful to invest more in training, especially in areas like understanding different cultures and people. This could help create a good work environment where everyone can do their best.","Based on our research, we think Girox Foods should focus more on its workers. This means looking at ways to give employees more flexible working times, like starting and finishing work at different hours. Also, we should think about how to let employees work from where they want. Managers need to find ways to encourage their staff and give them praise for good work. It would also be helpful to invest more in training, especially in areas like understanding different cultures and people. This could help create a good work environment where everyone can do their best.",B1,B1,0.9998,1,0.8709,0.9228,0.852,0.9143,0.01321,0.738131,0.231269,0.002071,0.015313,7e-06,0.0,0.0,0.999768,0.000232,0.0,0.0,4e-06,0.002796,0.996803,0.000396,1e-06,0.0,[]
gemma_3_with_description_20250807-032929,16-a2,"For the last 200 years, new inventions and better healthcare helped children live longer. This meant more babies were born. Families often had many children, and those children grew up and had their own children too. However, in the 1960s, it became easier for people to use birth control. Because of this, the average number of babies a woman has in her life has gone down from six to about two.","For the last 200 years, new inventions and better healthcare helped children live longer. This meant more babies were born. Families often had many children, and those children grew up and had their own children too. However, in the 1960s, it became easier for people to use birth control. Because of this, the average number of babies a woman has in her life has gone down from six to about two.",A2,A2,0.9998,1,0.6096,0.9241,0.739,0.9259,6.3e-05,0.999784,0.000143,3e-06,7e-06,0.0,0.0,0.118913,0.881087,0.0,0.0,0.0,0.000571,0.858707,0.140718,4e-06,2e-06,0.0,[]
gemma_3_with_description_20250807-032929,16-b1,"For the past two hundred years, new technology and better healthcare have helped children live longer. This led to a fast increase in the number of people. Big families often had many children who grew up and then had their own children. However, in the 1960s, birth control became easier to get. Because of this, the average number of babies a woman has in her lifetime has gone down from six to about two.","For the past two hundred years, new technology and better healthcare have helped children live longer. This led to a fast increase in the number of people. Big families often had many children who grew up and then had their own children. However, in the 1960s, birth control became easier to get. Because of this, the average number of babies a woman has in her lifetime has gone down from six to about two.",B1,B1,1.0,1,0.6538,0.9256,0.7417,0.9314,0.000146,0.999382,0.000434,9e-06,2.8e-05,2e-06,0.0,3.9e-05,0.999961,0.0,0.0,0.0,0.000294,0.874193,0.125511,2e-06,1e-06,0.0,[]
gemma_3_with_description_20250807-032929,17-a2,"It’s important to understand that people might have different ideas about things and act differently. This can help us avoid misunderstandings. However, it’s also important to remember that stereotypes about cultures can be bad for building good business relationships. We are all different because of where we come from, our age, our gender, and our experiences. We shouldn’t use stereotypes to judge people from an entire country.","It’s important to understand that people might have different ideas about things and act differently. This can help us avoid misunderstandings. However, it’s also important to remember that stereotypes about cultures can be bad for building good business relationships. We are all different because of where we come from, our age, our gender, and our experiences. We shouldn’t use stereotypes to judge people from an entire country.",A2,B1,0.9993,1,0.8062,0.9086,0.8544,0.891,0.00086,0.98164,0.017115,7.6e-05,0.000302,7e-06,0.0,0.000721,0.999278,0.0,0.0,0.0,0.000273,0.988684,0.011028,1.4e-05,0.0,0.0,[]
gemma_3_with_description_20250807-032929,17-b1,"Understanding that people might have different ideas about what is expected of them can help us avoid misunderstandings. However, it’s important to remember that stereotypes about cultures can be bad for building good business relationships. We are all influenced by many things, such as where we grew up, our friends, our age, and our gender. We also have experiences that shape how we behave. It’s good to be aware of these differences, but we shouldn’t use them to make assumptions about people from a whole country.","Understanding that people might have different ideas about what is expected of them can help us avoid misunderstandings. However, it’s important to remember that stereotypes about cultures can be bad for building good business relationships. We are all influenced by many things, such as where we grew up, our friends, our age, and our gender. We also have experiences that shape how we behave. It’s good to be aware of these differences, but we shouldn’t use them to make assumptions about people from a whole country.",B1,B1,0.9722,1,0.8318,0.9104,0.834,0.9078,0.000805,0.660899,0.33395,0.000374,0.003903,6.9e-05,0.0,0.0,0.972219,0.027781,0.0,0.0,0.001273,0.140697,0.847739,0.009675,0.000587,3e-05,[]
gemma_3_with_description_20250807-032929,18-a2,"Bruce Springsteen is a very famous singer who still makes new music that sells well and plays in big stadiums. He is very good at his job, even though he is in his late sixties. It’s not surprising! He tells us important stories about people and life. For example, his song “Born in the USA” is still important to listen to today.","Bruce Springsteen is a very famous singer who still makes new music that sells well and plays in big stadiums. He is very good at his job, even though he is in his late sixties. It’s not surprising! He tells us important stories about people and life. For example, his song “Born in the USA” is still important to listen to today.",A2,A2,0.9988,1,0.7521,0.8974,0.8151,0.9165,0.000232,0.998791,0.000971,0.0,5e-06,0.0,1e-06,0.500955,0.499044,0.0,0.0,0.0,0.009769,0.965888,0.024342,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,18-b1,"Bruce Springsteen is different from many famous musicians. He is still making popular music that sells well and plays in large stadiums, even though he is in his late sixties. It’s not surprising to me. He tells us important stories about who we are, and songs like “Born in the USA” are still relevant today.","Bruce Springsteen is different from many famous musicians. He is still making popular music that sells well and plays in large stadiums, even though he is in his late sixties. It’s not surprising to me. He tells us important stories about who we are, and songs like “Born in the USA” are still relevant today.",B1,B1,0.9999,1,0.8211,0.9133,0.8215,0.9247,0.000156,0.981793,0.018023,2e-06,2.5e-05,1e-06,0.0,0.000129,0.99987,1e-06,0.0,0.0,0.001098,0.274631,0.724268,3e-06,1e-06,0.0,[]
gemma_3_with_description_20250807-032929,19-a2,"Scientists are studying how genes affect our brains and language. They have found a special gene that might be linked to our ability to speak. This gene changed a long time ago, about 200,000 to 100,000 years ago. Monkeys have a similar gene, but it didn’t change in the same way. We don’t know yet how much genes help us learn to speak. Maybe one day, we will find the answers in our DNA.","Scientists are studying how genes affect our brains and language. They have found a special gene that might be linked to our ability to speak. This gene changed a long time ago, about 200,000 to 100,000 years ago. Monkeys have a similar gene, but it didn’t change in the same way. We don’t know yet how much genes help us learn to speak. Maybe one day, we will find the answers in our DNA.",A2,B1,1.0,1,0.7748,0.928,0.7286,0.9032,0.000122,0.999301,0.000428,9e-06,0.000139,2e-06,0.0,3.3e-05,0.999967,0.0,0.0,0.0,0.000666,0.998647,0.000687,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,19-b1,"Scientists are studying how genes affect the way our brains develop and how we learn to speak. They have found a special gene that changed a long time ago – about 200,000 to 100,000 years ago. This change seems to help us talk and control our mouths and faces. Monkeys have a similar gene, but it didn’t change in the same way. We don't know yet exactly how much genes affect language, but maybe one day we will find the answers in our DNA.","Scientists are studying how genes affect the way our brains develop and how we learn to speak. They have found a special gene that changed a long time ago – about 200,000 to 100,000 years ago. This change seems to help us talk and control our mouths and faces. Monkeys have a similar gene, but it didn’t change in the same way. We don't know yet exactly how much genes affect language, but maybe one day we will find the answers in our DNA.",B1,B1,1.0,1,0.6811,0.9353,0.7702,0.9156,0.000151,0.999016,0.000686,9e-06,0.000136,2e-06,0.0,3.7e-05,0.999963,0.0,0.0,0.0,0.000583,0.97505,0.024366,0.0,0.0,1e-06,[]
gemma_3_with_description_20250807-032929,20-a2,"Julie Wong is a famous scientist who studies robots and artificial intelligence. She has written many articles with other scientists in important magazines. She often talks about her work at international meetings. In 2012, she won a special award from the Royal Academy. Julie lives in a house she designed herself, and it is a smart house.","Julie Wong is a famous scientist who studies robots and artificial intelligence. She has written many articles with other scientists in important magazines. She often talks about her work at international meetings. In 2012, she won a special award from the Royal Academy. Julie lives in a house she designed herself, and it is a smart house.",A2,A2,0.9999,1,0.9423,0.916,0.8031,0.92,0.000126,0.997798,0.002037,4e-06,3.4e-05,1e-06,0.0,0.999889,0.000111,0.0,0.0,0.0,0.001887,0.951368,0.046744,0.0,0.0,0.0,[]
gemma_3_with_description_20250807-032929,20-b1,"Julie Wong is a famous researcher who studies robots and artificial intelligence. She has written more than 50 articles in important scientific journals, sometimes with other people. She often gives talks at international meetings and received a special award called the Royal Academy Simone Fielding fellowship in 2012. Julie also lives in a house she designed herself, and it uses smart technology.","Julie Wong is a famous researcher who studies robots and artificial intelligence. She has written more than 50 articles in important scientific journals, sometimes with other people. She often gives talks at international meetings and received a special award called the Royal Academy Simone Fielding fellowship in 2012. Julie also lives in a house she designed herself, and it uses smart technology.",B1,A2,0.9923,1,0.8937,0.9336,0.8574,0.9233,6.5e-05,0.992337,0.007434,1.9e-05,0.000135,1e-05,0.0,0.214495,0.785504,2e-06,0.0,0.0,0.000952,0.360336,0.638711,1e-06,0.0,0.0,[]
gemma_3_with_description_2_shot_20250807-034034,01-a2,"Now, NASA is trying to find some smaller rocks in space, called asteroids. These asteroids are 140 metres wide or bigger. There are about 25,000 of these asteroids. So far, NASA has found about 8,000 of them. That means 17,000 are still missing. A small asteroid hit a city in Russia in 2013 and hurt 1,200 people. These asteroids could be dangerous if they come near Earth.","Now, NASA is trying to find some smaller rocks in space, called asteroids. These asteroids are 140 metres wide or bigger. There are about 25,000 of these asteroids. So far, NASA has found about 8,000 of them. That means 17,000 are still missing. A small asteroid hit a city in Russia in 2013 and hurt 1,200 people. These asteroids could be dangerous if they come near Earth.",A2,A2,0.9968,1,0.8192,0.9307,0.8105,0.921,3.6e-05,0.996807,0.003144,2e-06,1e-05,0.0,1e-06,0.867532,0.132128,0.000338,1e-06,0.0,0.001784,0.996432,0.001784,0.0,0.0,0.0,"['10-a2', '03-a2']"
gemma_3_with_description_2_shot_20250807-034034,01-b1,"Now, NASA is trying to find out more about some smaller asteroids. These asteroids are 140 metres wide or bigger. There are about 25,000 of these asteroids, and so far, NASA has found around 8,000 of them. That means 17,000 are still missing. It’s important to know that even small asteroids can be dangerous. For example, a 19-metre asteroid hit a city in Russia in 2013 and injured 1,200 people. So, if similar asteroids came near Earth, they could cause problems.","Now, NASA is trying to find out more about some smaller asteroids. These asteroids are 140 metres wide or bigger. There are about 25,000 of these asteroids, and so far, NASA has found around 8,000 of them. That means 17,000 are still missing. It’s important to know that even small asteroids can be dangerous. For example, a 19-metre asteroid hit a city in Russia in 2013 and injured 1,200 people. So, if similar asteroids came near Earth, they could cause problems.",B1,B1,0.9615,1,0.7374,0.9308,0.7084,0.91,4.3e-05,0.955457,0.044273,2.9e-05,0.000195,3e-06,0.0,0.000703,0.961454,0.037841,2e-06,0.0,0.000443,0.197818,0.801735,3e-06,0.0,0.0,"['16-b1', '19-b1']"
