experiment_run,text_id,simplified,raw_model_output,target_cefr,predicted_cefr,predicted_cefr_confidence,cefr_adj_accuracy,meaningbert_orig,bertscore_f1_orig,meaningbert_ref,bertscore_f1_ref,few_shot_example_ids
claude_4_contrastive_20250807-100046,11-b1,"Today, much business happens between different countries, and while most of the global business community uses English as their shared language, the details and expectations of business communication can be very different from one culture to another. When we don't understand the cultural rules and practices of our business partners, this can lead to unfair opinions, confusion and problems in communication. Here are three main areas where business behavior differs around the world. Understanding these differences could help you when you work with someone from a different culture.","Today, much business happens between different countries, and while most of the global business community uses English as their shared language, the details and expectations of business communication can be very different from one culture to another. When we don't understand the cultural rules and practices of our business partners, this can lead to unfair opinions, confusion and problems in communication. Here are three main areas where business behavior differs around the world. Understanding these differences could help you when you work with someone from a different culture.",B1,B1,0.9887,1,0.86,0.939,0.8449,0.925,"['07-a2', '19-b1']"
claude_4_contrastive_20250807-100046,12-a2,"Between 100,000 and 50,000 years ago, people started to do new things. We can see this from pictures they made on cave walls. But no one knows if this happened because of language. People's brains did not get bigger quickly, but people became smarter and could do more difficult things. Did using language make their brains get better? Or did better brains start making language? We do not know.","Between 100,000 and 50,000 years ago, people started to do new things. We can see this from pictures they made on cave walls. But no one knows if this happened because of language. People's brains did not get bigger quickly, but people became smarter and could do more difficult things. Did using language make their brains get better? Or did better brains start making language? We do not know.",A2,A2,1.0,1,0.6335,0.9278,0.7061,0.9252,"['13-a2', '15-b1']"
claude_4_contrastive_20250807-100046,12-b1,"Between 100,000 and 50,000 years ago, we start to see evidence of early human civilization through things like cave paintings. But no one knows how this connects to language development. Human brains did not suddenly become bigger, but humans did become more complex and intelligent. Was it the use of language that made their brains develop more? Or did their more developed brains begin to create language?","Between 100,000 and 50,000 years ago, we start to see evidence of early human civilization through things like cave paintings. But no one knows how this connects to language development. Human brains did not suddenly become bigger, but humans did become more complex and intelligent. Was it the use of language that made their brains develop more? Or did their more developed brains begin to create language?",B1,A2,0.9993,1,0.88,0.9691,0.9453,0.9663,"['02-a2', '08-b1']"
claude_4_contrastive_20250807-100046,13-a2,Many big supermarket companies have had problems in the last ten years. People say they have done bad things. They have thrown away lots of food. They have not paid farmers enough money. They have used too much plastic for food packages. This plastic is bad for our world. But now supermarkets are starting to listen. More and more customers are angry about all the plastic waste. So some of the biggest UK supermarkets have made a promise. They want to change their packages and use less plastic.,Many big supermarket companies have had problems in the last ten years. People say they have done bad things. They have thrown away lots of food. They have not paid farmers enough money. They have used too much plastic for food packages. This plastic is bad for our world. But now supermarkets are starting to listen. More and more customers are angry about all the plastic waste. So some of the biggest UK supermarkets have made a promise. They want to change their packages and use less plastic.,A2,A2,0.9999,1,0.6242,0.9159,0.8128,0.9195,"['18-a2', '08-b1']"
claude_4_contrastive_20250807-100046,13-b1,"Many of the biggest supermarket chains have been criticized for various unethical actions over the past ten years. They have wasted tons of food, they have not paid their suppliers enough money, and they have used too much plastic in their packaging, which has damaged our environment. However, supermarkets and food stores are beginning to pay attention to these problems. Because customers are increasingly angry about the large amounts of plastic waste created by plastic packaging, some of the biggest UK supermarkets have agreed to a promise to change their packaging and reduce plastic waste.","Many of the biggest supermarket chains have been criticized for various unethical actions over the past ten years. They have wasted tons of food, they have not paid their suppliers enough money, and they have used too much plastic in their packaging, which has damaged our environment. However, supermarkets and food stores are beginning to pay attention to these problems. Because customers are increasingly angry about the large amounts of plastic waste created by plastic packaging, some of the biggest UK supermarkets have agreed to a promise to change their packaging and reduce plastic waste.",B1,B1,1.0,1,0.8676,0.9534,0.873,0.9353,"['19-a2', '17-b1']"
claude_4_contrastive_20250807-100046,14-a2,"Wasfia Nazreen saw a hula hoop for the first time when she was a young girl. A foreign child was playing with one in Bangladesh, her home country. Wasfia could only watch because in her country, people said girls should not play with hula hoops or ride bikes. Now Wasfia climbs very high mountains. She climbed seven of the world's highest mountains, like Everest and Kilimanjaro. She was the first person to use a hula hoop on top of each mountain. Why did she do this? She wants to help women and girls in her country do more sports.","Wasfia Nazreen saw a hula hoop for the first time when she was a young girl. A foreign child was playing with one in Bangladesh, her home country. Wasfia could only watch because in her country, people said girls should not play with hula hoops or ride bikes. Now Wasfia climbs very high mountains. She climbed seven of the world's highest mountains, like Everest and Kilimanjaro. She was the first person to use a hula hoop on top of each mountain. Why did she do this? She wants to help women and girls in her country do more sports.",A2,A2,0.9997,1,0.7089,0.9431,0.6081,0.9048,"['04-a2', '04-b1']"
claude_4_contrastive_20250807-100046,14-b1,"Wasfia Nazreen first saw a hula hoop when she was a young girl. A foreign child who was visiting Bangladesh was playing with one. Wasfia could only watch because in her country, people believed that girls should not play with hula hoops or ride bikes. Now Wasfia is one of the few people in the world who has climbed the Seven Summits, including Everest and Kilimanjaro. She is also the first person to hula-hoop on each mountain top. Her reason for doing this was to give confidence to women and girls in a country that stops them from doing sport.","Wasfia Nazreen first saw a hula hoop when she was a young girl. A foreign child who was visiting Bangladesh was playing with one. Wasfia could only watch because in her country, people believed that girls should not play with hula hoops or ride bikes. Now Wasfia is one of the few people in the world who has climbed the Seven Summits, including Everest and Kilimanjaro. She is also the first person to hula-hoop on each mountain top. Her reason for doing this was to give confidence to women and girls in a country that stops them from doing sport.",B1,A2,0.9981,1,0.8567,0.9708,0.791,0.9201,"['04-a2', '02-b1']"
claude_4_contrastive_20250807-100046,15-a2,"We think Girox Foods should change how they work with their employees. The company should let workers choose their working hours more easily. Workers should also be able to work from home or other places they want. Managers should give workers interesting jobs and say ""good job"" more often. The company should also help workers learn new skills, especially how to talk with different people. This will help workers do their best work and be happy.","We think Girox Foods should change how they work with their employees. The company should let workers choose their working hours more easily. Workers should also be able to work from home or other places they want. Managers should give workers interesting jobs and say ""good job"" more often. The company should also help workers learn new skills, especially how to talk with different people. This will help workers do their best work and be happy.",A2,A2,0.9971,1,0.61,0.8964,0.734,0.9097,"['04-a2', '08-b1']"
claude_4_contrastive_20250807-100046,15-b1,"Based on these results, we recommend that Girox Foods should use a management style that focuses more on people. We should find ways to give employees more flexible working hours and let them work from places they choose. Managers need to think of different ways to challenge staff and give them more positive feedback and recognition for their work. We should also invest more money in professional development, especially in social and intercultural communication. This could help create a positive environment where employees can do their best work.","Based on these results, we recommend that Girox Foods should use a management style that focuses more on people. We should find ways to give employees more flexible working hours and let them work from places they choose. Managers need to think of different ways to challenge staff and give them more positive feedback and recognition for their work. We should also invest more money in professional development, especially in social and intercultural communication. This could help create a positive environment where employees can do their best work.",B1,B1,0.9979,1,0.9214,0.953,0.8638,0.9291,"['03-a2', '16-b1']"
claude_4_contrastive_20250807-100046,16-a2,"In the last 200 years, technology got better and people became healthier. This meant that fewer children died when they were young. So the world's population grew very quickly. Big families had many children, and these children lived to become adults. Then these adults had their own children too. But in the 1960s, people could get contraception more easily. Contraception helps people control how many babies they have. Because of this, women around the world started having fewer babies. Before, women had about six babies each. Now, women have about two babies each.","In the last 200 years, technology got better and people became healthier. This meant that fewer children died when they were young. So the world's population grew very quickly. Big families had many children, and these children lived to become adults. Then these adults had their own children too. But in the 1960s, people could get contraception more easily. Contraception helps people control how many babies they have. Because of this, women around the world started having fewer babies. Before, women had about six babies each. Now, women have about two babies each.",A2,A2,0.9996,1,0.6561,0.9158,0.8274,0.9201,"['19-a2', '01-b1']"
claude_4_contrastive_20250807-100046,16-b1,"In the last two hundred years, improvements in technology and health meant that fewer children died at a young age, which caused rapid population growth. These large families had even more children who lived to become adults and had their own families. However, when contraception became more widely available in the 1960s, the global average number of babies per woman decreased from six babies per woman to as low as two.","In the last two hundred years, improvements in technology and health meant that fewer children died at a young age, which caused rapid population growth. These large families had even more children who lived to become adults and had their own families. However, when contraception became more widely available in the 1960s, the global average number of babies per woman decreased from six babies per woman to as low as two.",B1,A2,0.9965,1,0.8625,0.9708,0.9453,0.9558,"['16-a2', '17-b1']"
claude_4_contrastive_20250807-100046,17-a2,"When we know that people from different countries might act differently, we can talk to them better. But we must be careful. We should not think that all people from one country are the same. This can make our business relationships bad. Yes, the country where people come from can change how they think and act. But many other things are also important. For example, what part of the country they live in, their friends, how old they are, if they are men or women, what their company is like, and what has happened in their life. So we should remember that people can be different, but we should not put all people from one country in the same group.","When we know that people from different countries might act differently, we can talk to them better. But we must be careful. We should not think that all people from one country are the same. This can make our business relationships bad. Yes, the country where people come from can change how they think and act. But many other things are also important. For example, what part of the country they live in, their friends, how old they are, if they are men or women, what their company is like, and what has happened in their life. So we should remember that people can be different, but we should not put all people from one country in the same group.",A2,A2,0.9995,1,0.2219,0.8799,0.6513,0.9072,"['09-a2', '15-b1']"
claude_4_contrastive_20250807-100046,17-b1,"If we know that people from different cultures may have different expectations and behaviour, this can help us avoid problems in communication. However, we must also remember that cultural stereotypes can damage good business relationships. It is true that national cultures can influence how we behave and think, but there are many other things that affect us too. These include the region we come from, the communities we spend time with, our age and gender, our company culture, and our personal experiences. Therefore, we should keep knowledge about cultural differences in the back of our minds, but we should not use this knowledge to put all people from one country into the same category.","If we know that people from different cultures may have different expectations and behaviour, this can help us avoid problems in communication. However, we must also remember that cultural stereotypes can damage good business relationships. It is true that national cultures can influence how we behave and think, but there are many other things that affect us too. These include the region we come from, the communities we spend time with, our age and gender, our company culture, and our personal experiences. Therefore, we should keep knowledge about cultural differences in the back of our minds, but we should not use this knowledge to put all people from one country into the same category.",B1,B1,0.9961,1,0.8378,0.9335,0.8552,0.9338,"['16-a2', '05-b1']"
claude_4_contrastive_20250807-100046,18-a2,"Many popular music artists stop making hit songs when they get older, but Springsteen is different. He is now in his late 60s, but he still makes new songs that are very popular. Many people still buy his music and go to his big concerts. This does not surprise me. Springsteen sings about important things in people's lives. When you listen to his album ""Born in the USA,"" the stories in his songs are still important for people today, just like they were in the past.","Many popular music artists stop making hit songs when they get older, but Springsteen is different. He is now in his late 60s, but he still makes new songs that are very popular. Many people still buy his music and go to his big concerts. This does not surprise me. Springsteen sings about important things in people's lives. When you listen to his album ""Born in the USA,"" the stories in his songs are still important for people today, just like they were in the past.",A2,A2,0.9993,1,0.64,0.9025,0.8043,0.9125,"['11-a2', '02-b1']"
claude_4_contrastive_20250807-100046,18-b1,"Unlike many other successful album artists, Springsteen is still releasing popular new music that fills stadiums and remains at the top of his career in his late 60s. This does not surprise me at all. This is a man who tells us our most basic stories about ourselves and, when you listen to Born in the USA, those stories are as important today as they always were.","Unlike many other successful album artists, Springsteen is still releasing popular new music that fills stadiums and remains at the top of his career in his late 60s. This does not surprise me at all. This is a man who tells us our most basic stories about ourselves and, when you listen to Born in the USA, those stories are as important today as they always were.",B1,B2,0.9976,1,0.9452,0.975,0.9453,0.9451,"['02-a2', '17-b1']"
claude_4_contrastive_20250807-100046,19-a2,"Scientists want to know if our genes help us learn language. Are there genes that changed and gave us the ability to speak? Scientists found a gene that changed between 200,000 and 100,000 years ago. This gene seems to help us speak and helps our brains control our mouth and face. Monkeys have a similar gene, but their gene did not change like ours did. We don't know yet how much our genes help us with language, but maybe one day we will find the answers in our DNA.","Scientists want to know if our genes help us learn language. Are there genes that changed and gave us the ability to speak? Scientists found a gene that changed between 200,000 and 100,000 years ago. This gene seems to help us speak and helps our brains control our mouth and face. Monkeys have a similar gene, but their gene did not change like ours did. We don't know yet how much our genes help us with language, but maybe one day we will find the answers in our DNA.",A2,B1,1.0,1,0.8488,0.9454,0.641,0.9105,"['08-a2', '13-b1']"
claude_4_contrastive_20250807-100046,19-b1,"Scientists want to understand how genetics affects how our brains and language develop. Are there genes that changed and gave humans the ability to speak? Researchers have discovered a gene that changed between 200,000 and 100,000 years ago. This gene seems to be connected to speaking and how our brains control our mouths and faces. Monkeys have a similar gene, but theirs did not change in the same way. It's too early to know exactly how much genes influence language, but scientists might find the answers in our DNA one day.","Scientists want to understand how genetics affects how our brains and language develop. Are there genes that changed and gave humans the ability to speak? Researchers have discovered a gene that changed between 200,000 and 100,000 years ago. This gene seems to be connected to speaking and how our brains control our mouths and faces. Monkeys have a similar gene, but theirs did not change in the same way. It's too early to know exactly how much genes influence language, but scientists might find the answers in our DNA one day.",B1,A2,0.9976,1,0.8654,0.96,0.8039,0.9285,"['14-a2', '20-b1']"
claude_4_contrastive_20250807-100046,20-a2,"Julie Wong is an important researcher who studies robots and AI (artificial intelligence). She has written more than 50 research papers for important science magazines. Other scientists read and check her work before these magazines publish it. She often gives talks at international meetings about her research. In 2012, she got an important prize called the Royal Academy Simone Fielding fellowship. Julie lives with her family in a smart house. She designed this house herself.","Julie Wong is an important researcher who studies robots and AI (artificial intelligence). She has written more than 50 research papers for important science magazines. Other scientists read and check her work before these magazines publish it. She often gives talks at international meetings about her research. In 2012, she got an important prize called the Royal Academy Simone Fielding fellowship. Julie lives with her family in a smart house. She designed this house herself.",A2,A2,0.9956,1,0.8633,0.9194,0.6381,0.9035,"['11-a2', '08-b1']"
claude_4_contrastive_20250807-100046,20-b1,"Julie Wong is an important researcher who studies robotics and AI (artificial intelligence). She has written more than 50 research papers that have been published in well-respected scientific journals, sometimes working alone and sometimes with other researchers. She often gives talks at international conferences around the world. In 2012, she received an important award called the Royal Academy Simone Fielding fellowship, which is very difficult to get. Julie lives with her family in a high-tech house that she designed herself.","Julie Wong is an important researcher who studies robotics and AI (artificial intelligence). She has written more than 50 research papers that have been published in well-respected scientific journals, sometimes working alone and sometimes with other researchers. She often gives talks at international conferences around the world. In 2012, she received an important award called the Royal Academy Simone Fielding fellowship, which is very difficult to get. Julie lives with her family in a high-tech house that she designed herself.",B1,B1,0.9984,1,0.8625,0.9293,0.8474,0.9243,"['03-a2', '01-b1']"
claude_4_target_20250806-222640,01-a2,"Now NASA is trying to find and record smaller asteroids. These asteroids are 140 meters wide or bigger. Scientists think there are about 25,000 asteroids of this size. So far, they have found and recorded about 8,000 of them. This means 17,000 asteroids are still missing. 

In 2013, a small asteroid exploded above a city called Chelyabinsk in Russia. This asteroid was only 19 meters wide. It hurt 1,200 people. The asteroids that NASA is looking for are much bigger than this one. If these bigger asteroids come close to Earth, they would be very dangerous.","Now NASA is trying to find and record smaller asteroids. These asteroids are 140 meters wide or bigger. Scientists think there are about 25,000 asteroids of this size. So far, they have found and recorded about 8,000 of them. This means 17,000 asteroids are still missing. 

In 2013, a small asteroid exploded above a city called Chelyabinsk in Russia. This asteroid was only 19 meters wide. It hurt 1,200 people. The asteroids that NASA is looking for are much bigger than this one. If these bigger asteroids come close to Earth, they would be very dangerous.",A2,A2,0.9953,1,0.8357,0.9325,0.8342,0.9249,[]
claude_4_target_20250806-222640,01-b1,"NASA is now trying to find and record smaller asteroids. These asteroids are 140 metres wide or bigger. Scientists think there are about 25,000 asteroids of this size. So far, they have found and recorded about 8,000 of them. This means 17,000 asteroids are still missing and not recorded. In 2013, a much smaller asteroid exploded above a city called Chelyabinsk in Russia. This asteroid was only 19 metres wide, but it hurt 1,200 people. So these middle-sized asteroids would be very dangerous if they came close to Earth.","NASA is now trying to find and record smaller asteroids. These asteroids are 140 metres wide or bigger. Scientists think there are about 25,000 asteroids of this size. So far, they have found and recorded about 8,000 of them. This means 17,000 asteroids are still missing and not recorded. In 2013, a much smaller asteroid exploded above a city called Chelyabinsk in Russia. This asteroid was only 19 metres wide, but it hurt 1,200 people. So these middle-sized asteroids would be very dangerous if they came close to Earth.",B1,A2,0.9977,1,0.8094,0.9403,0.8371,0.9189,[]
claude_4_target_20250806-222640,02-a2,"Earthquakes can break all buildings, including bridges. But bridges do not fall down very often today, especially new bridges. Engineers now know how to build bridges in places with earthquakes. They make bridges that are much stronger when the ground moves.","Earthquakes can break all buildings, including bridges. But bridges do not fall down very often today, especially new bridges. Engineers now know how to build bridges in places with earthquakes. They make bridges that are much stronger when the ground moves.",A2,A2,0.9994,1,0.7002,0.9305,0.7715,0.9167,[]
claude_4_target_20250806-222640,02-b1,"Earthquakes can damage all buildings, including bridges. Fortunately, bridges do not fall down very often, especially newer bridges. Engineers have learned how to build bridges in earthquake areas. These bridges can handle earthquake movement much better.","Earthquakes can damage all buildings, including bridges. Fortunately, bridges do not fall down very often, especially newer bridges. Engineers have learned how to build bridges in earthquake areas. These bridges can handle earthquake movement much better.",B1,B1,0.9996,1,0.8577,0.9449,0.8451,0.9438,[]
claude_4_target_20250806-222640,03-a2,"The Hunger Games happen every year. The Capitol makes them to show the districts they are still being punished for fighting against the government. Each year, one boy and one girl between 12 and 18 years old are picked from each district. Their names are chosen by chance, like a lottery. These young people must fight each other until only one person is left alive. The teenagers who are chosen are called ""tributes"". Everyone in the country must watch this on TV.","The Hunger Games happen every year. The Capitol makes them to show the districts they are still being punished for fighting against the government. Each year, one boy and one girl between 12 and 18 years old are picked from each district. Their names are chosen by chance, like a lottery. These young people must fight each other until only one person is left alive. The teenagers who are chosen are called ""tributes"". Everyone in the country must watch this on TV.",A2,A2,0.9999,1,0.8389,0.9382,0.7064,0.9011,[]
claude_4_target_20250806-222640,03-b1,"The Hunger Games happen every year. The Capitol makes the districts do this to punish them for fighting against the government before. Each year, people pick one boy and one girl from each district. These children must be between 12 and 18 years old. Their names are chosen by chance, like a lottery. These young people have to fight each other until only one person is still alive. The children who are chosen are called ""tributes"". Everyone in the country must watch this event on TV.","The Hunger Games happen every year. The Capitol makes the districts do this to punish them for fighting against the government before. Each year, people pick one boy and one girl from each district. These children must be between 12 and 18 years old. Their names are chosen by chance, like a lottery. These young people have to fight each other until only one person is still alive. The children who are chosen are called ""tributes"". Everyone in the country must watch this event on TV.",B1,A2,0.9999,1,0.8179,0.9297,0.5842,0.9268,[]
claude_4_target_20250806-222640,04-a2,"Small animals like birds, squirrels, mice and insects are easy to see in many cities and towns. But in recent years, newspapers around the world have written many stories about wild animals coming into cities. More and more wild animals are coming to cities now. There have been bears in parks in Vancouver. There have been leopards on the streets of Mumbai. There have been wild pigs in gardens in Berlin. What happens when big animals come into our cities? Do people want them there? Or do people think they are dangerous or a problem?","Small animals like birds, squirrels, mice and insects are easy to see in many cities and towns. But in recent years, newspapers around the world have written many stories about wild animals coming into cities. More and more wild animals are coming to cities now. There have been bears in parks in Vancouver. There have been leopards on the streets of Mumbai. There have been wild pigs in gardens in Berlin. What happens when big animals come into our cities? Do people want them there? Or do people think they are dangerous or a problem?",A2,A2,0.9994,1,0.8269,0.9633,0.8429,0.9358,[]
claude_4_target_20250806-222640,04-b1,"Small animals like birds, squirrels, mice and insects are easy to see in many cities and towns. But in recent years, newspapers and TV news have shown many stories about wild animals coming into cities. More and more of these animals are coming. There have been bears in parks in Vancouver, leopards on the streets of Mumbai and wild pigs in gardens in Berlin. What happens when big animals come into our cities? Do people want them there or do people think they are dangerous?","Small animals like birds, squirrels, mice and insects are easy to see in many cities and towns. But in recent years, newspapers and TV news have shown many stories about wild animals coming into cities. More and more of these animals are coming. There have been bears in parks in Vancouver, leopards on the streets of Mumbai and wild pigs in gardens in Berlin. What happens when big animals come into our cities? Do people want them there or do people think they are dangerous?",B1,A2,0.9989,1,0.8253,0.964,0.8015,0.9611,[]
claude_4_target_20250806-222640,05-a2,"'Potentially Hazardous Asteroids' are space rocks that can come close to Earth. They can pass within 7.5 million kilometres of Earth's path around the sun. NASA has made a map of 1,400 of these dangerous space rocks. None of them will hit Earth in the next 100 years. NASA has technology that can watch these space rocks. They can guess if one might hit Earth. If this happens, NASA has two ways to protect Earth.","'Potentially Hazardous Asteroids' are space rocks that can come close to Earth. They can pass within 7.5 million kilometres of Earth's path around the sun. NASA has made a map of 1,400 of these dangerous space rocks. None of them will hit Earth in the next 100 years. NASA has technology that can watch these space rocks. They can guess if one might hit Earth. If this happens, NASA has two ways to protect Earth.",A2,B1,0.9988,1,0.7739,0.9222,0.6283,0.9118,[]
claude_4_target_20250806-222640,05-b1,"'Potentially Hazardous Asteroids' are space rocks that come close to Earth. They can pass within 7.5 million kilometres of Earth's path around the sun. NASA has made a map showing 1,400 of these dangerous asteroids. None of them will hit Earth in the next 100 years. NASA can watch these space rocks using technology we have now. They can predict if an asteroid might hit our planet. If this happens, NASA has two ways to protect Earth.","'Potentially Hazardous Asteroids' are space rocks that come close to Earth. They can pass within 7.5 million kilometres of Earth's path around the sun. NASA has made a map showing 1,400 of these dangerous asteroids. None of them will hit Earth in the next 100 years. NASA can watch these space rocks using technology we have now. They can predict if an asteroid might hit our planet. If this happens, NASA has two ways to protect Earth.",B1,B1,0.9952,1,0.8418,0.9219,0.826,0.932,[]
claude_4_target_20250806-222640,06-a2,"One night in 2003, Suzanne Collins was changing TV channels. At that time, the US was fighting a war in Iraq. She could only find two types of TV shows. One type was reality shows where young people tried to win one million dollars. The other type was news shows about the war. Suzanne says these two things mixed together in her mind in a scary way. This gave her the idea for The Hunger Games.","One night in 2003, Suzanne Collins was changing TV channels. At that time, the US was fighting a war in Iraq. She could only find two types of TV shows. One type was reality shows where young people tried to win one million dollars. The other type was news shows about the war. Suzanne says these two things mixed together in her mind in a scary way. This gave her the idea for The Hunger Games.",A2,A2,0.9991,1,0.8275,0.9453,0.7419,0.9305,[]
claude_4_target_20250806-222640,06-b1,"One night in 2003, Suzanne Collins was changing TV channels. At that time, the US was fighting a war in Iraq. She could only find two types of TV shows. One type was reality shows where young people competed to win a million dollars. The other type was news shows about the war. Suzanne says these two things mixed together in her mind in a scary way. This gave her the idea for The Hunger Games.","One night in 2003, Suzanne Collins was changing TV channels. At that time, the US was fighting a war in Iraq. She could only find two types of TV shows. One type was reality shows where young people competed to win a million dollars. The other type was news shows about the war. Suzanne says these two things mixed together in her mind in a scary way. This gave her the idea for The Hunger Games.",B1,A2,0.9989,1,0.8277,0.9475,0.8494,0.9375,[]
claude_4_target_20250806-222640,07-a2,"The Life of Pi is a story about Pi, a teenager from India. His ship sinks in the ocean. He gets stuck on a small boat in the Pacific Ocean with a dangerous tiger. A Canadian writer named Yann Martel wrote this book. It was his third book. The book came out in 2001. Many people bought it - more than seven million people around the world. The book won many prizes. People translated it into 41 different languages. Martel's father worked for the government in other countries. When Martel was a child, he lived in Costa Rica, Canada, France and Mexico.","The Life of Pi is a story about Pi, a teenager from India. His ship sinks in the ocean. He gets stuck on a small boat in the Pacific Ocean with a dangerous tiger. A Canadian writer named Yann Martel wrote this book. It was his third book. The book came out in 2001. Many people bought it - more than seven million people around the world. The book won many prizes. People translated it into 41 different languages. Martel's father worked for the government in other countries. When Martel was a child, he lived in Costa Rica, Canada, France and Mexico.",A2,A2,0.9999,1,0.7894,0.9357,0.6945,0.9278,[]
claude_4_target_20250806-222640,07-b1,"The Life of Pi tells an amazing story about Pi, a teenage boy from India. His ship crashes and he gets stuck on a small boat in the Pacific Ocean with a dangerous tiger. A Canadian writer named Yann Martel wrote this book. It was his third book and came out in 2001. Many people liked the book - more than seven million people bought it around the world. The book won many prizes and people translated it into 41 languages. Martel's father worked as a diplomat. When Martel was a child, he lived in Costa Rica, Canada, France and Mexico.","The Life of Pi tells an amazing story about Pi, a teenage boy from India. His ship crashes and he gets stuck on a small boat in the Pacific Ocean with a dangerous tiger. A Canadian writer named Yann Martel wrote this book. It was his third book and came out in 2001. Many people liked the book - more than seven million people bought it around the world. The book won many prizes and people translated it into 41 languages. Martel's father worked as a diplomat. When Martel was a child, he lived in Costa Rica, Canada, France and Mexico.",B1,A2,0.9997,1,0.7728,0.947,0.6752,0.9387,[]
claude_4_target_20250806-222640,08-a2,"Some people dream about getting a phone call from an old friend. Others dream that someone they love dies. When these things happen in real life, it is usually just luck, not magic. We also forget about dreams when they do not come true in real life.","Some people dream about getting a phone call from an old friend. Others dream that someone they love dies. When these things happen in real life, it is usually just luck, not magic. We also forget about dreams when they do not come true in real life.",A2,A2,0.9999,1,0.5382,0.8998,0.5956,0.9018,[]
claude_4_target_20250806-222640,08-b1,"Dreams about getting a phone call from an old friend or someone close to you dying are usually just chance, not predictions of the future. Also, we probably forget about all the times we have these dreams but nothing happens in real life.","Dreams about getting a phone call from an old friend or someone close to you dying are usually just chance, not predictions of the future. Also, we probably forget about all the times we have these dreams but nothing happens in real life.",B1,A2,0.9999,1,0.7985,0.926,0.8582,0.9205,[]
claude_4_target_20250806-222640,09-a2,"Some bridges fall down for reasons that are not clear at first. Engineers need to study the bridge carefully to find out why it happened. Sometimes this happens because the materials used to build the bridge were not good quality. Sometimes there was a problem with an important part of the bridge. Other times, the bridge was made to carry only a certain amount of weight, and too much weight was put on it.","Some bridges fall down for reasons that are not clear at first. Engineers need to study the bridge carefully to find out why it happened. Sometimes this happens because the materials used to build the bridge were not good quality. Sometimes there was a problem with an important part of the bridge. Other times, the bridge was made to carry only a certain amount of weight, and too much weight was put on it.",A2,B1,1.0,1,0.6048,0.9224,0.8241,0.9193,[]
claude_4_target_20250806-222640,09-b1,"Some bridges fall down and no one knows why at first. Engineers find out the real reason only after they study everything carefully. Sometimes this happens because builders used bad materials when they made the bridge, or because an important part of the bridge had a problem. Other times, the bridge was made to hold only a certain weight and could not carry more than that.","Some bridges fall down and no one knows why at first. Engineers find out the real reason only after they study everything carefully. Sometimes this happens because builders used bad materials when they made the bridge, or because an important part of the bridge had a problem. Other times, the bridge was made to hold only a certain weight and could not carry more than that.",B1,B1,1.0,1,0.6142,0.9322,0.7494,0.9358,[]
claude_4_target_20250806-222640,10-a2,"I used to work five days every week. But after I had a baby and took time off, I decided I wanted to spend more time with my children. I wanted to be with them before they go to school. I talked to my boss about this. We agreed that I would work only three days each week. This meant I would get less money too. My pay went down because I work fewer days. But I saw a problem. My work did not become less! I still have the same amount of work to do. Now I do five days of work in only three days. But I get much less money for it!","I used to work five days every week. But after I had a baby and took time off, I decided I wanted to spend more time with my children. I wanted to be with them before they go to school. I talked to my boss about this. We agreed that I would work only three days each week. This meant I would get less money too. My pay went down because I work fewer days. But I saw a problem. My work did not become less! I still have the same amount of work to do. Now I do five days of work in only three days. But I get much less money for it!",A2,A2,0.9996,1,0.6982,0.9211,0.8473,0.9253,[]
claude_4_target_20250806-222640,10-b1,"I used to work five days every week. After I took time off to be with my new baby, I came back to work. I decided I wanted to spend more time with my children before they go to school. I talked to my boss about this. We agreed that I could work only three days a week instead of five days. This meant I would get much less money because I work fewer days. But I found a problem. I still have the same amount of work to do! Now I do the same work as before, but in only three days. I work the same amount but get much less money for it!","I used to work five days every week. After I took time off to be with my new baby, I came back to work. I decided I wanted to spend more time with my children before they go to school. I talked to my boss about this. We agreed that I could work only three days a week instead of five days. This meant I would get much less money because I work fewer days. But I found a problem. I still have the same amount of work to do! Now I do the same work as before, but in only three days. I work the same amount but get much less money for it!",B1,A2,1.0,1,0.8291,0.9114,0.757,0.9181,[]
claude_4_target_20250806-222640,11-a2,"Today, many businesses work with people from other countries. Most business people use English to talk to each other. But people from different cultures have different ways of doing business. They have different rules about how to be polite and how to communicate.

If we don't understand these cultural differences, we might make mistakes. We might think bad things about people that are not true. We might not understand each other well. This can cause problems when we try to work together.

Here are three important differences in business manners around the world. These tips can help you when you work with someone from a different culture.","Today, many businesses work with people from other countries. Most business people use English to talk to each other. But people from different cultures have different ways of doing business. They have different rules about how to be polite and how to communicate.

If we don't understand these cultural differences, we might make mistakes. We might think bad things about people that are not true. We might not understand each other well. This can cause problems when we try to work together.

Here are three important differences in business manners around the world. These tips can help you when you work with someone from a different culture.",A2,A2,0.9999,1,0.6785,0.8952,0.8432,0.9202,[]
