experiment_run,text_id,simplified,raw_model_output,few_shot_example_ids,simplified_word_count,simplified_char_len,simplified_sentence_count,raw_equals_simplified
claude_4_with_description_2_shot_20250806-214815,10-b1,"I used to work a normal five-day week, but after I finished my parental leave, I decided that I wanted to spend more time with my children before they start school. After talking with my boss, we decided to reduce my working week to three days. This also meant a big cut in my pay, as I'm paid based on the number of days I work. I've noticed, though, that the amount of work I have to do hasn't gone down at all! I'm now doing five days of work in three days, but getting paid much less for it!","I used to work a normal five-day week, but after I finished my parental leave, I decided that I wanted to spend more time with my children before they start school. After talking with my boss, we decided to reduce my working week to three days. This also meant a big cut in my pay, as I'm paid based on the number of days I work. I've noticed, though, that the amount of work I have to do hasn't gone down at all! I'm now doing five days of work in three days, but getting paid much less for it!","11-b1,08-b1",100,495,5,True
claude_4_with_description_2_shot_20250806-214815,11-a2,"Today, many businesses work with people from other countries. Most business people speak English, but each culture has different ways of doing business. If you don't understand how people from other cultures do business, you might make mistakes. You might not understand them correctly, or you might think bad things about them. Here are three important differences in business rules around the world. These can help you when you work with someone from a different culture.","Today, many businesses work with people from other countries. Most business people speak English, but each culture has different ways of doing business. If you don't understand how people from other cultures do business, you might make mistakes. You might not understand them correctly, or you might think bad things about them. Here are three important differences in business rules around the world. These can help you when you work with someone from a different culture.","03-a2,19-a2",76,473,6,True
claude_4_with_description_2_shot_20250806-214815,11-b1,"Today, a lot of business happens between different countries. Most business people around the world use English to communicate with each other. However, the way people expect to communicate in business can be very different from one culture to another. When we do not understand the cultural rules and customs of our business partners, this can cause problems. We might make unfair opinions about them, have misunderstandings, or have communication problems. Here are three basic areas where business behaviour is different around the world. Understanding these differences could help you when you work with someone from a different culture.","Today, a lot of business happens between different countries. Most business people around the world use English to communicate with each other. However, the way people expect to communicate in business can be very different from one culture to another. When we do not understand the cultural rules and customs of our business partners, this can cause problems. We might make unfair opinions about them, have misunderstandings, or have communication problems. Here are three basic areas where business behaviour is different around the world. Understanding these differences could help you when you work with someone from a different culture.","15-b1,07-b1",99,641,7,True
claude_4_with_description_2_shot_20250806-214815,12-a2,"Between 100,000 and 50,000 years ago, people started to make the first signs of human life and culture. For example, they painted pictures on cave walls. But no one knows how this connects to language. People's brains did not suddenly become bigger. But humans did become smarter and could do more difficult things. We don't know why this happened. Did using language make their brains grow better? Or did their better brains start to make language? We still don't know.","Between 100,000 and 50,000 years ago, people started to make the first signs of human life and culture. For example, they painted pictures on cave walls. But no one knows how this connects to language. People's brains did not suddenly become bigger. But humans did become smarter and could do more difficult things. We don't know why this happened. Did using language make their brains grow better? Or did their better brains start to make language? We still don't know.","13-a2,16-a2",80,470,9,True
claude_4_with_description_2_shot_20250806-214815,12-b1,"Between 100,000 and 50,000 years ago, we can see the first signs of early human society, like paintings on cave walls. But no one knows how this connects to language. Human brains didn't suddenly become bigger, but humans did become more complicated and smarter. Did using language help their brains grow? Or did their more complicated brains start creating language?","Between 100,000 and 50,000 years ago, we can see the first signs of early human society, like paintings on cave walls. But no one knows how this connects to language. Human brains didn't suddenly become bigger, but humans did become more complicated and smarter. Did using language help their brains grow? Or did their more complicated brains start creating language?","20-b1,08-b1",60,367,5,True
claude_4_with_description_2_shot_20250806-214815,13-a2,"In the last ten years, many big supermarket companies have been criticized for doing bad things. They have thrown away lots of food, they have not paid their suppliers enough money, and they have used too much plastic for packaging. This plastic waste has hurt our environment. But now supermarkets are starting to listen and do something about it. Many customers are angry about all the plastic waste from packaging. So some of the biggest UK supermarkets have agreed to a plan. They promise to change their packaging and use less plastic.","In the last ten years, many big supermarket companies have been criticized for doing bad things. They have thrown away lots of food, they have not paid their suppliers enough money, and they have used too much plastic for packaging. This plastic waste has hurt our environment. But now supermarkets are starting to listen and do something about it. Many customers are angry about all the plastic waste from packaging. So some of the biggest UK supermarkets have agreed to a plan. They promise to change their packaging and use less plastic.","18-a2,08-a2",92,540,7,True
claude_4_with_description_2_shot_20250806-214815,13-b1,"Many of the big supermarket companies have been criticized for doing wrong things over the past ten years. They have wasted tons of food, they have paid their suppliers too little money, and they have used too much plastic in their packaging. This has damaged our environment. But supermarkets and food stores are starting to pay attention and care about these problems. People are angry about the large amounts of plastic waste from plastic packaging. Because of this, some of the biggest UK supermarkets have agreed to a promise to change their packaging and reduce plastic waste.","Many of the big supermarket companies have been criticized for doing wrong things over the past ten years. They have wasted tons of food, they have paid their suppliers too little money, and they have used too much plastic in their packaging. This has damaged our environment. But supermarkets and food stores are starting to pay attention and care about these problems. People are angry about the large amounts of plastic waste from plastic packaging. Because of this, some of the biggest UK supermarkets have agreed to a promise to change their packaging and reduce plastic waste.","20-b1,17-b1",97,582,6,True
claude_4_with_description_2_shot_20250806-214815,14-a2,"Wasfia Nazreen saw a hula hoop for the first time when she was a young girl. A child from another country was visiting Bangladesh and playing with it. Wasfia could only watch. She could not play because in her country, people think girls should not play with hula hoops or ride bikes. Now Wasfia is older and she has climbed seven very high mountains around the world, including Everest and Kilimanjaro. She is one of very few people to do this. She is also the first person to play with a hula hoop on top of each mountain. She did this to help women and girls in her country. In Bangladesh, people often say that women and girls should not do sports, but Wasfia wants to change this.","Wasfia Nazreen saw a hula hoop for the first time when she was a young girl. A child from another country was visiting Bangladesh and playing with it. Wasfia could only watch. She could not play because in her country, people think girls should not play with hula hoops or ride bikes. Now Wasfia is older and she has climbed seven very high mountains around the world, including Everest and Kilimanjaro. She is one of very few people to do this. She is also the first person to play with a hula hoop on top of each mountain. She did this to help women and girls in her country. In Bangladesh, people often say that women and girls should not do sports, but Wasfia wants to change this.","15-a2,07-a2",128,685,9,True
claude_4_with_description_2_shot_20250806-214815,14-b1,"Wasfia Nazreen first saw a hula hoop when she was a young girl. She saw a foreign child visiting her country Bangladesh playing with one. Wasfia had to stand and watch because in her country, people believed that girls should not play with hula hoops or ride bikes. Now Wasfia is one of the few people in the world who has climbed the Seven Summits. These include Mount Everest and Kilimanjaro. She is also the first person to hula-hoop on each mountain top. Her reason for doing this was to encourage women and girls in a country that does not want them to do sports.","Wasfia Nazreen first saw a hula hoop when she was a young girl. She saw a foreign child visiting her country Bangladesh playing with one. Wasfia had to stand and watch because in her country, people believed that girls should not play with hula hoops or ride bikes. Now Wasfia is one of the few people in the world who has climbed the Seven Summits. These include Mount Everest and Kilimanjaro. She is also the first person to hula-hoop on each mountain top. Her reason for doing this was to encourage women and girls in a country that does not want them to do sports.","02-b1,04-b1",105,568,7,True
claude_4_with_description_2_shot_20250806-214815,15-a2,"After we studied this, we think Girox Foods should care more about their workers. The company should let people choose their work hours more freely. Workers should also be able to work from home or other places they like. Managers need to give workers interesting jobs and say ""good job"" more often when workers do well. The company should spend more money to help workers learn new things, especially how to talk well with different people. This will help workers feel happy and do their best work.","After we studied this, we think Girox Foods should care more about their workers. The company should let people choose their work hours more freely. Workers should also be able to work from home or other places they like. Managers need to give workers interesting jobs and say ""good job"" more often when workers do well. The company should spend more money to help workers learn new things, especially how to talk well with different people. This will help workers feel happy and do their best work.","07-a2,20-a2",87,499,6,True
claude_4_with_description_2_shot_20250806-214815,15-b1,"Based on what we found, we recommend that Girox Foods should focus more on caring about their employees. We should look at ways to give workers more flexible working hours and let them work from places they choose. Managers need to find different ways to give employees interesting work and say ""well done"" more often when they do good work. The company should also spend more money on training, especially teaching people how to communicate better with others from different cultures. This will help create a good working environment where employees can do their best work.","Based on what we found, we recommend that Girox Foods should focus more on caring about their employees. We should look at ways to give workers more flexible working hours and let them work from places they choose. Managers need to find different ways to give employees interesting work and say ""well done"" more often when they do good work. The company should also spend more money on training, especially teaching people how to communicate better with others from different cultures. This will help create a good working environment where employees can do their best work.","03-b1,16-b1",96,574,5,True
claude_4_with_description_2_shot_20250806-214815,16-a2,"In the last 200 years, technology and medicine got better. This meant fewer children died when they were young. Because of this, the population grew very fast. Big families had many children who lived to become adults. These adults then had their own children. But in the 1960s, people could get contraception more easily. Contraception helps people control how many babies they have. Because of this, women around the world now have fewer babies. Before, women had about six babies each. Now, women have about two babies each.","In the last 200 years, technology and medicine got better. This meant fewer children died when they were young. Because of this, the population grew very fast. Big families had many children who lived to become adults. These adults then had their own children. But in the 1960s, people could get contraception more easily. Contraception helps people control how many babies they have. Because of this, women around the world now have fewer babies. Before, women had about six babies each. Now, women have about two babies each.","19-a2,01-a2",88,527,10,True
claude_4_with_description_2_shot_20250806-214815,16-b1,"In the last 200 years, better technology and healthcare meant that fewer children died when they were young. This caused the population to grow quickly. These big families had even more children who lived to become adults and then had their own children. But when birth control became easier to get in the 1960s, the average number of babies per woman around the world dropped from six babies per woman to only two.","In the last 200 years, better technology and healthcare meant that fewer children died when they were young. This caused the population to grow quickly. These big families had even more children who lived to become adults and then had their own children. But when birth control became easier to get in the 1960s, the average number of babies per woman around the world dropped from six babies per woman to only two.","17-b1,20-b1",73,415,4,True
claude_4_with_description_2_shot_20250806-214815,17-a2,"It is good to know that people from different countries may think and act differently. This can help us talk to each other better and avoid problems. But we must be careful. We should not think that all people from one country are the same. This is not true and can make business relationships bad. Yes, the country where someone comes from can change how they think and act. But many other things are also important. For example, what part of the country they are from, what groups they belong to, how old they are, if they are a man or woman, what their company is like, and what has happened to them in their life. So we should remember that people can be different, but we should not put all people from one country in the same group.","It is good to know that people from different countries may think and act differently. This can help us talk to each other better and avoid problems. But we must be careful. We should not think that all people from one country are the same. This is not true and can make business relationships bad. Yes, the country where someone comes from can change how they think and act. But many other things are also important. For example, what part of the country they are from, what groups they belong to, how old they are, if they are a man or woman, what their company is like, and what has happened to them in their life. So we should remember that people can be different, but we should not put all people from one country in the same group.","09-a2,15-a2",139,738,9,True
claude_4_with_description_2_shot_20250806-214815,17-b1,"Understanding that people from different cultures might have different expectations and ways of behaving can help us communicate better. This knowledge helps us avoid misunderstandings. However, we must remember that cultural stereotypes can damage good business relationships. Although our national culture might affect how we behave and think, many other things also influence us. These include the area we come from, the communities we belong to, our age and gender, our company culture, and our personal experiences. Therefore, we should keep this knowledge about cultural differences in our minds, but we should not use it to judge all people from one country in the same way.","Understanding that people from different cultures might have different expectations and ways of behaving can help us communicate better. This knowledge helps us avoid misunderstandings. However, we must remember that cultural stereotypes can damage good business relationships. Although our national culture might affect how we behave and think, many other things also influence us. These include the area we come from, the communities we belong to, our age and gender, our company culture, and our personal experiences. Therefore, we should keep this knowledge about cultural differences in our minds, but we should not use it to judge all people from one country in the same way.","19-b1,16-b1",106,681,6,True
claude_4_with_description_2_shot_20250806-214815,18-a2,"Many popular music artists stop making successful music when they get older. But Springsteen is different. He is now in his late 60s, but he still makes new music that many people buy. He still plays concerts in big places with many people. This does not surprise me. Springsteen tells us important stories about our lives. When you listen to his song ""Born in the USA,"" these stories are still important today, just like they were before.","Many popular music artists stop making successful music when they get older. But Springsteen is different. He is now in his late 60s, but he still makes new music that many people buy. He still plays concerts in big places with many people. This does not surprise me. Springsteen tells us important stories about our lives. When you listen to his song ""Born in the USA,"" these stories are still important today, just like they were before.","11-a2,02-a2",77,439,7,True
claude_4_with_description_2_shot_20250806-214815,18-b1,"Unlike many other best-selling music artists, Springsteen is still making very popular new music and filling big stadiums with fans. He is still at the top of his career even though he is in his late 60s. This does not surprise me at all. This is a man who tells us the most important stories about ourselves. When you listen to his album Born in the USA, those stories are still important today, just like they were before.","Unlike many other best-selling music artists, Springsteen is still making very popular new music and filling big stadiums with fans. He is still at the top of his career even though he is in his late 60s. This does not surprise me at all. This is a man who tells us the most important stories about ourselves. When you listen to his album Born in the USA, those stories are still important today, just like they were before.","17-b1,03-b1",78,424,5,True
claude_4_with_description_2_shot_20250806-214815,19-a2,"Scientists want to know if our genes help us learn language. Are there special genes that changed and gave humans the ability to speak? Scientists found that one gene changed between 200,000 and 100,000 years ago. This gene seems to help with speaking and how our brains control our mouth and face. Monkeys have a similar gene, but their gene did not change in the same way. We still don't know how much genes affect language, but maybe one day we will find the answers by studying our DNA.","Scientists want to know if our genes help us learn language. Are there special genes that changed and gave humans the ability to speak? Scientists found that one gene changed between 200,000 and 100,000 years ago. This gene seems to help with speaking and how our brains control our mouth and face. Monkeys have a similar gene, but their gene did not change in the same way. We still don't know how much genes affect language, but maybe one day we will find the answers by studying our DNA.","08-a2,13-a2",89,490,6,True
claude_4_with_description_2_shot_20250806-214815,19-b1,"There are more questions about how genetics affects brain and language development. Are there genes that changed and gave us the ability to use language? Researchers have found a gene that changed between 200,000 and 100,000 years ago. This gene seems to be connected with speaking and how our brains control our mouths and face. Monkeys have a similar gene, but their gene did not change in the same way. It's too early to say how much genes affect language, but one day we might find the answers in our DNA.","There are more questions about how genetics affects brain and language development. Are there genes that changed and gave us the ability to use language? Researchers have found a gene that changed between 200,000 and 100,000 years ago. This gene seems to be connected with speaking and how our brains control our mouths and face. Monkeys have a similar gene, but their gene did not change in the same way. It's too early to say how much genes affect language, but one day we might find the answers in our DNA.","14-b1,17-b1",91,509,6,True
claude_4_with_description_2_shot_20250806-214815,20-a2,"Julie Wong is an important researcher who studies robots and computers that can think. She has written more than 50 research papers with other scientists. These papers are published in important science magazines. She often speaks at big meetings around the world about her work. In 2012, she won an important prize called the Royal Academy Simone Fielding fellowship. Julie lives with her family in a special house that she designed. The house uses technology to make life easier.","Julie Wong is an important researcher who studies robots and computers that can think. She has written more than 50 research papers with other scientists. These papers are published in important science magazines. She often speaks at big meetings around the world about her work. In 2012, she won an important prize called the Royal Academy Simone Fielding fellowship. Julie lives with her family in a special house that she designed. The house uses technology to make life easier.","11-a2,08-a2",79,481,7,True
claude_4_with_description_2_shot_20250806-214815,20-b1,"Julie Wong is one of the most important researchers who studies robots and artificial intelligence (AI). She has written or helped write more than 50 research papers that have been published in well-known science magazines. Other scientists read and check these papers before they are published. She often gives talks at international meetings about her work. In 2012, she received an important award called the Royal Academy Simone Fielding fellowship. Julie lives with her family in a technologically advanced house that she designed herself.","Julie Wong is one of the most important researchers who studies robots and artificial intelligence (AI). She has written or helped write more than 50 research papers that have been published in well-known science magazines. Other scientists read and check these papers before they are published. She often gives talks at international meetings about her work. In 2012, she received an important award called the Royal Academy Simone Fielding fellowship. Julie lives with her family in a technologically advanced house that she designed herself.","01-b1,15-b1",84,544,6,True
gemma3_1_shot_confidence_20250814-233832,01-a2,"NASA is trying to find some small asteroids. These asteroids are 140 metres wide or bigger. There are about 25,000 of these asteroids. So far, NASA has found about 8,000 of them. That means 17,000 are still missing. A small asteroid crashed into Russia in 2013. It was 19 metres wide and hurt 1,200 people. These middle-sized asteroids could be dangerous if they come near our planet.","NASA is trying to find some small asteroids. These asteroids are 140 metres wide or bigger. There are about 25,000 of these asteroids. So far, NASA has found about 8,000 of them. That means 17,000 are still missing. A small asteroid crashed into Russia in 2013. It was 19 metres wide and hurt 1,200 people. These middle-sized asteroids could be dangerous if they come near our planet.",14-a2,67,384,8,True
gemma3_1_shot_confidence_20250814-233832,01-b1,"NASA is now trying to find some smaller asteroids, which are 140 metres wide or bigger. There are about 25,000 of these asteroids, and so far, they have found around 8,000. That means 17,000 are still missing. It’s important to know that even a small asteroid, like one that exploded over Russia in 2013 and hurt 1,200 people, could be very dangerous if it enters our planet’s space.","NASA is now trying to find some smaller asteroids, which are 140 metres wide or bigger. There are about 25,000 of these asteroids, and so far, they have found around 8,000. That means 17,000 are still missing. It’s important to know that even a small asteroid, like one that exploded over Russia in 2013 and hurt 1,200 people, could be very dangerous if it enters our planet’s space.",18-b1,68,383,4,True
gemma3_1_shot_confidence_20250814-233832,02-a2,"Earthquakes can damage buildings and bridges. But this doesn't happen very often, especially with new bridges. Engineers now build bridges in places where they are strong and don’t move much during an earthquake.","Earthquakes can damage buildings and bridges. But this doesn't happen very often, especially with new bridges. Engineers now build bridges in places where they are strong and don’t move much during an earthquake.",14-a2,33,212,3,True
gemma3_1_shot_confidence_20250814-233832,02-b1,"Earthquakes can damage buildings, like bridges. But this kind of damage doesn't happen very often, particularly with new bridges. Engineers now build bridges in areas that are strong and don't move easily during earthquakes.","Earthquakes can damage buildings, like bridges. But this kind of damage doesn't happen very often, particularly with new bridges. Engineers now build bridges in areas that are strong and don't move easily during earthquakes.",18-b1,34,224,3,True
gemma3_1_shot_confidence_20250814-233832,03-a2,"The Hunger Games is a game that happens every year. The Capitol, which is the main city, uses this game to show the other areas that they are being punished for fighting. Each area chooses one boy and one girl, between 12 and 18 years old, to fight in a game. These young people are called “tributes”. Everyone in the country watches the game on TV.","The Hunger Games is a game that happens every year. The Capitol, which is the main city, uses this game to show the other areas that they are being punished for fighting. Each area chooses one boy and one girl, between 12 and 18 years old, to fight in a game. These young people are called “tributes”. Everyone in the country watches the game on TV.",14-a2,66,349,5,True
gemma3_1_shot_confidence_20250814-233832,03-b1,"The Hunger Games is a yearly event. The Capitol, which is the main city, uses it to show the other districts that they are being punished for a past rebellion. Each year, one boy and one girl between 12 and 18 years old are chosen from each district by chance. These young people have to fight each other, and only one can win. We call these young people “tributes”. The whole country watches the event on television.","The Hunger Games is a yearly event. The Capitol, which is the main city, uses it to show the other districts that they are being punished for a past rebellion. Each year, one boy and one girl between 12 and 18 years old are chosen from each district by chance. These young people have to fight each other, and only one can win. We call these young people “tributes”. The whole country watches the event on television.",18-b1,77,417,6,True
gemma3_1_shot_confidence_20250814-233832,04-a2,"Many small animals, such as birds, squirrels, mice, and insects, live in cities and towns. Recently, news stories have said that more and more wild animals are coming into cities. For example, there have been bears in parks in Vancouver, leopards on the streets of Mumbai, and wild pigs in gardens in Berlin. When bigger animals come to our cities, what happens? Are they welcome, or do people think they are dangerous or annoying?","Many small animals, such as birds, squirrels, mice, and insects, live in cities and towns. Recently, news stories have said that more and more wild animals are coming into cities. For example, there have been bears in parks in Vancouver, leopards on the streets of Mumbai, and wild pigs in gardens in Berlin. When bigger animals come to our cities, what happens? Are they welcome, or do people think they are dangerous or annoying?",14-a2,74,431,5,True
gemma3_1_shot_confidence_20250814-233832,04-b1,"Many small animals like birds, squirrels, mice, and insects are often seen in cities and towns. However, recently, newspapers have reported that more and more wild animals are entering cities. For example, there have been bears in parks in Vancouver, leopards on the streets of Mumbai, and wild pigs in gardens in Berlin. When bigger animals come into our cities, is it okay? Are they welcome, or are they seen as a danger or a problem?","Many small animals like birds, squirrels, mice, and insects are often seen in cities and towns. However, recently, newspapers have reported that more and more wild animals are entering cities. For example, there have been bears in parks in Vancouver, leopards on the streets of Mumbai, and wild pigs in gardens in Berlin. When bigger animals come into our cities, is it okay? Are they welcome, or are they seen as a danger or a problem?",18-b1,76,436,5,True
gemma3_1_shot_confidence_20250814-233832,05-a2,"Some big rocks in space, called 'Potentially Hazardous Asteroids', come close to our planet. They can get within 7.5 million kilometers of Earth. NASA has made a map of 1,400 of these rocks. Scientists don’t think any of them will hit Earth in the next 100 years. NASA can track these rocks with the tools they have now. They can also guess when they might come close, and then they could send rockets to stop them.","Some big rocks in space, called 'Potentially Hazardous Asteroids', come close to our planet. They can get within 7.5 million kilometers of Earth. NASA has made a map of 1,400 of these rocks. Scientists don’t think any of them will hit Earth in the next 100 years. NASA can track these rocks with the tools they have now. They can also guess when they might come close, and then they could send rockets to stop them.",14-a2,76,415,7,True
gemma3_1_shot_confidence_20250814-233832,05-b1,"Some asteroids could be dangerous because they come close to Earth. NASA has made a map of 1,400 of these asteroids. Scientists don't think any of them will hit Earth in the next 100 years. NASA can already track these asteroids and predict if they might cause problems. If a problem is predicted, they could launch two ways to protect us.","Some asteroids could be dangerous because they come close to Earth. NASA has made a map of 1,400 of these asteroids. Scientists don't think any of them will hit Earth in the next 100 years. NASA can already track these asteroids and predict if they might cause problems. If a problem is predicted, they could launch two ways to protect us.",18-b1,61,339,5,True
gemma3_1_shot_confidence_20250814-233832,06-a2,"In 2003, Suzanne Collins was watching TV at night. It was when America fought in Iraq. She could only find shows about young people trying to win a lot of money and news about the war. Suzanne thought these two types of shows were strange together. This made her think of a story called ‘The Hunger Games’.","In 2003, Suzanne Collins was watching TV at night. It was when America fought in Iraq. She could only find shows about young people trying to win a lot of money and news about the war. Suzanne thought these two types of shows were strange together. This made her think of a story called ‘The Hunger Games’.",14-a2,57,306,5,True
gemma3_1_shot_confidence_20250814-233832,06-b1,"One night in 2003, Suzanne Collins was watching TV. At that time, the United States was invading Iraq. She could only find programmes about young people trying to win a million dollars and news about the war. Suzanne says these two things started to feel strange together, and that’s when she got the idea for The Hunger Games.","One night in 2003, Suzanne Collins was watching TV. At that time, the United States was invading Iraq. She could only find programmes about young people trying to win a million dollars and news about the war. Suzanne says these two things started to feel strange together, and that’s when she got the idea for The Hunger Games.",18-b1,58,327,4,True
gemma3_1_shot_confidence_20250814-233832,07-a2,"“Life of Pi” is a very interesting story about a young boy named Pi. He is from India and gets into a big boat accident in the Pacific Ocean. He is alone in a small boat with a dangerous tiger! This book was written by a Canadian writer named Yann Martel. It was published in 2001. Many people have read it – more than seven million copies! It has also won many awards and has been translated into 41 languages. Yann Martel’s father was a diplomat, and when he was a child, he lived in countries like Costa Rica, Canada, France, and Mexico.","“Life of Pi” is a very interesting story about a young boy named Pi. He is from India and gets into a big boat accident in the Pacific Ocean. He is alone in a small boat with a dangerous tiger! This book was written by a Canadian writer named Yann Martel. It was published in 2001. Many people have read it – more than seven million copies! It has also won many awards and has been translated into 41 languages. Yann Martel’s father was a diplomat, and when he was a child, he lived in countries like Costa Rica, Canada, France, and Mexico.",14-a2,103,540,8,True
gemma3_1_shot_confidence_20250814-233832,07-b1,"The Life of Pi is a very interesting story about a young Indian boy called Pi. He gets into a shipwreck and is left alone in a lifeboat in the Pacific Ocean with a dangerous tiger. This book was written by a Canadian author called Yann Martel and was published in 2001. It has become very popular – it has sold more than seven million copies all over the world, won many awards, and has been translated into 41 languages. Yann Martel grew up in different countries, including Costa Rica, Canada, France, and Mexico, because his father was a diplomat.","The Life of Pi is a very interesting story about a young Indian boy called Pi. He gets into a shipwreck and is left alone in a lifeboat in the Pacific Ocean with a dangerous tiger. This book was written by a Canadian author called Yann Martel and was published in 2001. It has become very popular – it has sold more than seven million copies all over the world, won many awards, and has been translated into 41 languages. Yann Martel grew up in different countries, including Costa Rica, Canada, France, and Mexico, because his father was a diplomat.",18-b1,100,550,5,True
gemma3_1_shot_confidence_20250814-233832,08-a2,"Sometimes, we have dreams about things that might happen, like a phone call from an old friend or someone dying. But these dreams are often just luck, not a sign of the future. We usually forget about these dreams, but they don't actually come true.","Sometimes, we have dreams about things that might happen, like a phone call from an old friend or someone dying. But these dreams are often just luck, not a sign of the future. We usually forget about these dreams, but they don't actually come true.",14-a2,45,249,3,True
gemma3_1_shot_confidence_20250814-233832,08-b1,"Sometimes, we have dreams about things that happen later, like a phone call from an old friend or someone dying. These dreams are usually just luck, not a prediction. We often forget about these dreams, but they don't usually come true.","Sometimes, we have dreams about things that happen later, like a phone call from an old friend or someone dying. These dreams are usually just luck, not a prediction. We often forget about these dreams, but they don't usually come true.",18-b1,41,236,3,True
gemma3_1_shot_confidence_20250814-233832,09-a2,"Some bridges fall down suddenly, and it’s not always clear why. Engineers look very carefully at the bridge after it falls to find out what happened. Sometimes, the bridge was built with bad materials. Or, sometimes, the bridge was not strong enough to hold a lot of weight.","Some bridges fall down suddenly, and it’s not always clear why. Engineers look very carefully at the bridge after it falls to find out what happened. Sometimes, the bridge was built with bad materials. Or, sometimes, the bridge was not strong enough to hold a lot of weight.",14-a2,48,274,4,True
gemma3_1_shot_confidence_20250814-233832,09-b1,"Some bridge collapses are puzzles. Engineers don't know why they happen until they investigate everything carefully. Sometimes, it’s because bad materials were used when the bridge was built. Or, sometimes, the bridge wasn’t strong enough to hold the weight it was meant to carry.","Some bridge collapses are puzzles. Engineers don't know why they happen until they investigate everything carefully. Sometimes, it’s because bad materials were used when the bridge was built. Or, sometimes, the bridge wasn’t strong enough to hold the weight it was meant to carry.",18-b1,44,280,4,True
gemma3_1_shot_confidence_20250814-233832,10-a2,"I used to work for five days a week. But after I had my children, I wanted to spend more time with them before they went to school. I talked to my boss, and we agreed to work only three days a week. This meant I earned less money, because I get paid a little bit for each day I work. However, I’m actually doing the same amount of work as before, but I’m earning much less!","I used to work for five days a week. But after I had my children, I wanted to spend more time with them before they went to school. I talked to my boss, and we agreed to work only three days a week. This meant I earned less money, because I get paid a little bit for each day I work. However, I’m actually doing the same amount of work as before, but I’m earning much less!",14-a2,77,373,5,True
gemma3_1_shot_confidence_20250814-233832,10-b1,"I used to work for five days a week. But after I had my baby, I wanted to spend more time with my children before they started school. I talked to my boss, and we agreed to work only three days a week. This meant I earned less money, because I get paid based on how many hours I work. However, I’ve found that I’m actually doing the same amount of work as before, but I’m paid much less for it!","I used to work for five days a week. But after I had my baby, I wanted to spend more time with my children before they started school. I talked to my boss, and we agreed to work only three days a week. This meant I earned less money, because I get paid based on how many hours I work. However, I’ve found that I’m actually doing the same amount of work as before, but I’m paid much less for it!",18-b1,81,394,5,True
gemma3_1_shot_confidence_20250814-233832,11-a2,"Today, many businesses work with people in different countries. Most business people around the world use English to talk to each other. But, the way people talk in business can be different depending on where they come from. If you don't understand the rules of how people behave in business in another country, you might make mistakes. You could also have misunderstandings and problems with talking. Here are three important things to remember when you work with someone from a different country: it’s about understanding their rules and customs.","Today, many businesses work with people in different countries. Most business people around the world use English to talk to each other. But, the way people talk in business can be different depending on where they come from. If you don't understand the rules of how people behave in business in another country, you might make mistakes. You could also have misunderstandings and problems with talking. Here are three important things to remember when you work with someone from a different country: it’s about understanding their rules and customs.",14-a2,89,549,6,True
gemma3_1_shot_confidence_20250814-233832,11-b1,"Today, many businesses work with people from other countries. Most business people around the world use English, but the way people communicate can be different depending on their culture. If you don’t understand the rules and customs of another culture, you might make unfair judgments or have misunderstandings, which can stop communication. Here are three important things to know about how people behave in business around the world, which can help you when you work with someone from a different country.","Today, many businesses work with people from other countries. Most business people around the world use English, but the way people communicate can be different depending on their culture. If you don’t understand the rules and customs of another culture, you might make unfair judgments or have misunderstandings, which can stop communication. Here are three important things to know about how people behave in business around the world, which can help you when you work with someone from a different country.",18-b1,81,509,4,True
gemma3_1_shot_confidence_20250814-233832,12-a2,"About 100,000 to 50,000 years ago, we find signs of the first human societies. For example, people painted pictures in caves. We don't know if these pictures were connected to how people talked. People's brains didn’t get much bigger, but they became more clever and complicated. Maybe talking helped their brains grow? Or did their cleverer brains start to make language?","About 100,000 to 50,000 years ago, we find signs of the first human societies. For example, people painted pictures in caves. We don't know if these pictures were connected to how people talked. People's brains didn’t get much bigger, but they became more clever and complicated. Maybe talking helped their brains grow? Or did their cleverer brains start to make language?",14-a2,61,372,6,True
gemma3_1_shot_confidence_20250814-233832,12-b1,"Around 100,000 to 50,000 years ago, we begin to find evidence of early human civilization. For example, we see cave paintings from this time. We don’t know if these paintings are connected to language. People’s brains didn’t get much bigger, but they became more complicated and smarter. Perhaps using language helped their brains grow more complex? Or maybe their already complex brains started to create language?","Around 100,000 to 50,000 years ago, we begin to find evidence of early human civilization. For example, we see cave paintings from this time. We don’t know if these paintings are connected to language. People’s brains didn’t get much bigger, but they became more complicated and smarter. Perhaps using language helped their brains grow more complex? Or maybe their already complex brains started to create language?",18-b1,66,415,6,True
gemma3_1_shot_confidence_20250814-233832,13-a2,"Big supermarkets have had problems in the last ten years. People say they have done bad things, like throw away lots of food, pay workers too little, and make too much plastic waste. This plastic waste is bad for the environment. But now, the supermarkets are starting to care. Because many people are angry about the plastic waste, some big supermarkets in the UK have made a promise. They will change how they pack their food and try to use less plastic.","Big supermarkets have had problems in the last ten years. People say they have done bad things, like throw away lots of food, pay workers too little, and make too much plastic waste. This plastic waste is bad for the environment. But now, the supermarkets are starting to care. Because many people are angry about the plastic waste, some big supermarkets in the UK have made a promise. They will change how they pack their food and try to use less plastic.",14-a2,82,456,6,True
